chunks_1s,chunks_2s,ecapa_mismatch_rate_1s,ecapa_mismatch_rate_2s,interferer_spk,key,local_sisdr_gap_mean_1s,local_sisdr_gap_mean_2s,mv_mismatch_rate_1s,mv_mismatch_rate_2s,mv_true_swap_rate_1s,mv_true_swap_rate_2s,target_spk,utterance_si_sdr_gap,utterance_si_sdr_interferer,utterance_si_sdr_target,verifier_instability_rate_1s,verifier_instability_rate_2s
6,2,0.0,0.0,672,3729-6852-0046_672-122797-0044,41.531075667204824,42.30936845058137,0.0,0.0,0.0,0.0,3729,44.832609556642595,-28.08776837261458,16.74484118402802,0.16666666666666666,0.0
6,2,1.0,1.0,3729,3729-6852-0046_672-122797-0044,-33.177036978889895,-35.20488862103148,0.8333333333333334,1.0,0.8333333333333334,1.0,672,-38.04970274529832,15.634310687608533,-22.415392057689782,0.16666666666666666,0.0
6,2,0.0,0.0,237,2830-3980-0032_237-134500-0010,34.953593500045436,35.050276144470956,0.0,0.0,0.0,0.0,2830,35.616276448342504,-25.115122857133873,10.501153591208627,0.0,0.0
6,2,0.0,0.0,2830,2830-3980-0032_237-134500-0010,41.957275523806686,40.723926799383825,0.0,0.0,0.0,0.0,237,39.974142333102854,-25.217401762906825,14.756740570196031,0.0,0.0
14,6,0.0,0.0,4446,2300-131720-0026_4446-2273-0008,40.56412626098045,38.14380809024963,0.0,0.0,0.0,0.0,2300,40.38816079799521,-25.151026741683346,15.237134056311865,0.07142857142857142,0.0
14,6,0.0,0.0,2300,2300-131720-0026_4446-2273-0008,30.360499473201884,28.628247238657295,0.0,0.0,0.0,0.0,4446,29.19924188790317,-21.90785090638119,7.2913909815219835,0.0,0.0
5,2,0.2,0.0,7021,121-121726-0014_7021-79740-0000,34.23612749174009,35.56834083597431,0.2,0.0,0.0,0.0,121,35.42397694508136,-25.673345676332886,9.750631268748469,0.4,0.0
5,2,0.0,0.0,121,121-121726-0014_7021-79740-0000,40.52921089857027,41.79516601997015,0.0,0.0,0.0,0.0,7021,41.06579963687567,-24.609642150787366,16.456157486088298,0.0,0.0
11,5,0.0,0.0,260,1320-122617-0025_260-123440-0019,20.491290169076613,20.859849079703615,0.0,0.0,0.0,0.0,1320,20.853938858313505,-13.95113271142417,6.902806146889333,0.18181818181818182,0.0
11,5,0.2727272727272727,0.0,1320,1320-122617-0025_260-123440-0019,16.927552483736225,16.108631980721846,0.0,0.0,0.0,0.0,260,17.344965155862415,-10.967564218888581,6.3774009369738325,0.8181818181818182,1.0
16,7,0.0625,0.0,6930,2961-961-0007_6930-76324-0016,33.89504991794611,35.971164508693676,0.0625,0.0,0.0,0.0,2961,36.42019592043766,-23.326015554836065,13.0941803656016,0.5,0.42857142857142855
16,7,0.0,0.0,2961,2961-961-0007_6930-76324-0016,27.181197565396992,27.656298155824164,0.0,0.0,0.0,0.0,6930,27.58537162711119,-19.204673343019422,8.380698284091768,0.0,0.0
10,4,0.1,0.0,8463,3729-6852-0038_8463-294828-0003,24.050886699009368,21.863109109029654,0.0,0.0,0.0,0.0,3729,22.531282936851824,-16.443205366668963,6.088077570182861,0.3,0.0
10,4,0.0,0.0,3729,3729-6852-0038_8463-294828-0003,27.586861305056722,25.522427182544856,0.0,0.0,0.0,0.0,8463,27.569951888491516,-16.633651364842827,10.93630052364869,0.0,0.0
11,5,0.0,0.0,8230,4992-41806-0016_8230-279154-0023,43.921232932514144,41.84375483946841,0.0,0.0,0.0,0.0,4992,42.824553347734806,-26.461687599046527,16.36286574868828,0.0,0.0
11,5,0.0,0.0,4992,4992-41806-0016_8230-279154-0023,37.832762420192935,35.15720025224744,0.0,0.0,0.0,0.0,8230,36.38157246265412,-26.82653669265283,9.555035770001286,0.2727272727272727,0.2
16,7,1.0,1.0,4077,8555-284447-0001_4077-13751-0003,-30.535583826661714,-29.817849026456877,1.0,1.0,1.0,1.0,8555,-31.519057002271445,10.530109651852534,-20.98894735041891,0.0,0.0
16,7,0.0,0.0,8555,8555-284447-0001_4077-13751-0003,38.0308083719314,36.984264407495616,0.0,0.0,0.0,0.0,4077,38.45233712772402,-25.37918040275816,13.073156724965859,0.0,0.0
9,4,0.1111111111111111,0.0,237,260-123286-0015_237-134493-0001,40.267790539951655,38.78632449281558,0.0,0.0,0.0,0.0,260,38.44365090604493,-25.713161332693545,12.730489573351386,0.2222222222222222,0.0
