key,target_spk,interferer_spk,speaker_similarity,chunks,ecapa_mismatch_rate,sb_mismatch_rate_enroll,sb_mismatch_rate_targetref,mv_mismatch_rate_enroll,mv_mismatch_rate_targetref,ecapa_true_swap_rate,mv_true_swap_rate_enroll,mv_true_swap_rate_targetref,sb_gap_enroll_mean,sb_gap_targetref_mean
2961-961-0001_61-70968-0016__T1__2961-2961-961-0001__SIM__3570-3570-5694-0008,2961,3570,0.5091915130615234,17,0.17647058823529413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001663958325105555,0.001704731408287497
2961-961-0001_61-70968-0016__T2__61-61-70968-0016__SIM__7176-7176-92135-0034,61,7176,0.5299987196922302,6,0.8333333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.0004971325397491455,0.00034415721893310547
908-157963-0022_4970-29093-0014__T1__908-908-157963-0022__SIM__7021-7021-79730-0009,908,7021,0.4000934958457947,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006850436329841614,0.0015350431203842163
908-157963-0022_4970-29093-0014__T2__4970-4970-29093-0014__SIM__6829-6829-68771-0012,4970,6829,0.40176182985305786,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012260590280805314,0.0013513224465506418
5142-36377-0025_1995-1836-0007__T1__5142-5142-36377-0025__SIM__4970-4970-29095-0018,5142,4970,0.3367147445678711,22,0.09090909090909091,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.001637764952399514,0.0016268545931035821
5142-36377-0025_1995-1836-0007__T2__1995-1995-1836-0007__SIM__2094-2094-142345-0030,1995,2094,0.399920254945755,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001972973346710205,0.0022012472152709963
7127-75946-0008_5142-33396-0020__T1__7127-7127-75946-0008__SIM__8455-8455-210777-0051,7127,8455,0.42511478066444397,7,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0009785805429731096,0.0015337041446140834
7127-75946-0008_5142-33396-0020__T2__5142-5142-33396-0020__SIM__4970-4970-29093-0008,5142,4970,0.3367147445678711,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001438474655151367,0.0019584417343139647
4992-41797-0017_8555-284447-0002__T1__4992-4992-41797-0017__SIM__4446-4446-2271-0012,4992,4446,0.4965977966785431,6,0.5,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.0,2.8014183044433594e-06,0.001538167397181193
4992-41797-0017_8555-284447-0002__T2__8555-8555-284447-0002__SIM__4970-4970-29095-0003,8555,4970,0.37955009937286377,15,0.8,0.8,0.6666666666666666,0.7333333333333333,0.6,0.8,0.7333333333333333,0.6,-0.0007022698720296224,-0.00018157561620076498
7729-102255-0042_121-121726-0005__T1__7729-7729-102255-0042__SIM__7176-7176-92135-0009,7729,7176,0.3512346148490906,7,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,-5.534717014857701e-05,0.0013908232961382186
7729-102255-0042_121-121726-0005__T2__121-121-121726-0005__SIM__3729-3729-6852-0000,121,3729,0.35364586114883423,5,0.0,1.0,0.6,0.0,0.0,0.0,0.0,0.0,-0.0033702850341796875,-0.0006371617317199707
5683-32866-0025_2830-3980-0063__T1__5683-5683-32866-0025__SIM__237-237-134500-0012,5683,237,0.47831958532333374,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009735107421875,0.0017655253410339355
5683-32866-0025_2830-3980-0063__T2__2830-2830-3980-0063__SIM__1188-1188-133604-0003,2830,1188,0.48153555393218994,9,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.00019148985544840494,0.001172204812367757
7021-85628-0008_237-134500-0013__T1__7021-7021-85628-0008__SIM__5105-5105-28240-0001,7021,5105,0.4939168095588684,13,0.46153846153846156,0.9230769230769231,0.3076923076923077,0.46153846153846156,0.15384615384615385,0.0,0.0,0.0,-0.0012724582965557391,0.0004909176092881423
7021-85628-0008_237-134500-0013__T2__237-237-134500-0013__SIM__5683-5683-32866-0027,237,5683,0.47831958532333374,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012175217270851135,0.0015092045068740845
4992-41797-0005_1580-141083-0049__T1__4992-4992-41797-0005__SIM__4446-4446-2273-0023,4992,4446,0.4965977966785431,6,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014720360438028972,0.0024800002574920654
4992-41797-0005_1580-141083-0049__T2__1580-1580-141083-0049__SIM__4446-4446-2275-0028,1580,4446,0.42495131492614746,6,0.5,0.8333333333333334,0.6666666666666666,0.5,0.5,0.5,0.5,0.5,-0.0011081000169118245,-0.00021850069363911948
7729-102255-0036_1580-141083-0031__T1__7729-7729-102255-0036__SIM__7176-7176-88083-0012,7729,7176,0.3512346148490906,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015435086356268988,0.002603928248087565
7729-102255-0036_1580-141083-0031__T2__1580-1580-141083-0031__SIM__4446-4446-2275-0034,1580,4446,0.42495131492614746,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0006293177604675293,0.0015490055084228516
8463-294828-0012_8555-284447-0009__T1__8463-8463-294828-0012__SIM__4992-4992-41797-0004,8463,4992,0.41076433658599854,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0008212029933929443,0.002129487693309784
8463-294828-0012_8555-284447-0009__T2__8555-8555-284447-0009__SIM__4970-4970-29095-0027,8555,4970,0.37955009937286377,5,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006367683410644532,0.0013320207595825194
61-70968-0003_2830-3980-0008__T1__61-61-70968-0003__SIM__7176-7176-92135-0016,61,7176,0.5299987196922302,7,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,-0.00034871271678379605,0.0007796287536621094
61-70968-0003_2830-3980-0008__T2__2830-2830-3980-0008__SIM__1188-1188-133604-0039,2830,1188,0.48153555393218994,8,1.0,0.75,1.0,0.75,1.0,1.0,0.75,1.0,-0.0005909353494644165,-0.0014601349830627441
7176-92135-0022_1995-1837-0017__T1__7176-7176-92135-0022__SIM__61-61-70968-0053,7176,61,0.5299987196922302,7,0.7142857142857143,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0006392427853175572,0.0007319109780447823
7176-92135-0022_1995-1837-0017__T2__1995-1995-1837-0017__SIM__2094-2094-142345-0034,1995,2094,0.399920254945755,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009943246841430664,0.0019987344741821287
5639-40744-0012_5683-32879-0021__T1__5639-5639-40744-0012__SIM__3570-3570-5694-0001,5639,3570,0.3402653634548187,10,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0009144186973571777,0.00192488431930542
5639-40744-0012_5683-32879-0021__T2__5683-5683-32879-0021__SIM__237-237-134500-0028,5683,237,0.47831958532333374,7,0.2857142857142857,0.8571428571428571,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,-0.0008073619433811732,0.0006298337663922991
1580-141083-0026_1188-133604-0037__T1__1580-1580-141083-0026__SIM__4446-4446-2275-0043,1580,4446,0.42495131492614746,8,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.00023848563432693481,0.0016003400087356567
1580-141083-0026_1188-133604-0037__T2__1188-1188-133604-0037__SIM__2830-2830-3980-0004,1188,2830,0.48153555393218994,6,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0001256863276163737,0.0009319186210632324
4970-29095-0025_2830-3980-0005__T1__4970-4970-29095-0025__SIM__6829-6829-68769-0021,4970,6829,0.40176182985305786,6,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004013379414876302,0.0018996198972066243
4970-29095-0025_2830-3980-0005__T2__2830-2830-3980-0005__SIM__1188-1188-133604-0014,2830,1188,0.48153555393218994,7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-0.001156560012272426,-0.0009363719395228795
2300-131720-0001_5683-32879-0012__T1__2300-2300-131720-0001__SIM__8455-8455-210777-0062,2300,8455,0.32524049282073975,5,0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,-4.544258117675781e-05,-0.000921320915222168
2300-131720-0001_5683-32879-0012__T2__5683-5683-32879-0012__SIM__237-237-134493-0017,5683,237,0.47831958532333374,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000767052173614502,0.0013431055205208914
8230-279154-0031_237-126133-0016__T1__8230-8230-279154-0031__SIM__61-61-70970-0029,8230,61,0.5174779295921326,7,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0006799272128513881,0.0005051578794206892
8230-279154-0031_237-126133-0016__T2__237-237-126133-0016__SIM__5683-5683-32865-0008,237,5683,0.47831958532333374,7,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011748075485229492,0.003110127789633615
5105-28241-0018_1320-122617-0009__T1__5105-5105-28241-0018__SIM__1320-1320-122617-0011,5105,1320,0.49767372012138367,17,0.47058823529411764,0.23529411764705882,0.0,0.058823529411764705,0.0,0.0,0.0,0.0,0.0001967654508702895,0.000814525520100313
5105-28241-0018_1320-122617-0009__T2__1320-1320-122617-0009__SIM__5105-5105-28241-0005,1320,5105,0.49767372012138367,14,0.42857142857142855,0.5714285714285714,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,-7.081457546779088e-05,0.0006669759750366211
3729-6852-0020_7176-92135-0016__T1__3729-3729-6852-0020__SIM__4507-4507-16021-0051,3729,4507,0.5184850692749023,11,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006961389021439986,0.0011488795280456543
3729-6852-0020_7176-92135-0016__T2__7176-7176-92135-0016__SIM__61-61-70968-0041,7176,61,0.5299987196922302,12,0.6666666666666666,0.3333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0002998809019724528,0.0007974058389663696
8555-284449-0007_5683-32866-0005__T1__8555-8555-284449-0007__SIM__4970-4970-29093-0019,8555,4970,0.37955009937286377,13,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002485036849975586,0.0033165629093463603
8555-284449-0007_5683-32866-0005__T2__5683-5683-32866-0005__SIM__237-237-134493-0016,5683,237,0.47831958532333374,8,0.125,0.625,0.0,0.125,0.0,0.0,0.0,0.0,-0.00033424049615859985,0.0017214417457580566
61-70968-0057_2094-142345-0014__T1__61-61-70968-0057__SIM__7176-7176-88083-0012,61,7176,0.5299987196922302,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007853839132520887,0.0014689101113213433
61-70968-0057_2094-142345-0014__T2__2094-2094-142345-0014__SIM__1995-1995-1826-0001,2094,1995,0.399920254945755,19,0.05263157894736842,0.0,0.10526315789473684,0.0,0.0,0.0,0.0,0.0,0.00116203646910818,0.000935472940143786
8463-294825-0010_61-70968-0034__T1__8463-8463-294825-0010__SIM__4992-4992-23283-0015,8463,4992,0.41076433658599854,6,0.0,0.6666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,-3.3775965372721353e-06,0.0004538695017496745
8463-294825-0010_61-70968-0034__T2__61-61-70968-0034__SIM__7176-7176-92135-0045,61,7176,0.5299987196922302,7,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0005694712911333356,0.002695841448647635
8463-294828-0013_8224-274381-0004__T1__8463-8463-294828-0013__SIM__4992-4992-41806-0009,8463,4992,0.41076433658599854,7,0.0,1.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,-0.001165492194039481,-0.0006867306573050362
8463-294828-0013_8224-274381-0004__T2__8224-8224-274381-0004__SIM__672-672-122797-0065,8224,672,0.2869231104850769,5,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0009850025177001952,0.0019383430480957031
8555-284449-0018_8463-287645-0000__T1__8555-8555-284449-0018__SIM__4970-4970-29095-0029,8555,4970,0.37955009937286377,6,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,-0.0004111826419830322,-0.0007246931393941244
8555-284449-0018_8463-287645-0000__T2__8463-8463-287645-0000__SIM__4992-4992-41797-0002,8463,4992,0.41076433658599854,8,0.625,1.0,1.0,0.625,0.625,0.625,0.625,0.625,-0.0025077015161514282,-0.00161077082157135
8230-279154-0017_8224-274384-0004__T1__8230-8230-279154-0017__SIM__61-61-70968-0028,8230,61,0.5174779295921326,9,0.1111111111111111,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,-2.4080276489257812e-05,0.0008525583479139539
8230-279154-0017_8224-274384-0004__T2__8224-8224-274384-0004__SIM__672-672-122797-0000,8224,672,0.2869231104850769,7,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007971014295305524,0.001958540507725307
4992-23283-0018_1188-133604-0013__T1__4992-4992-23283-0018__SIM__4446-4446-2271-0014,4992,4446,0.4965977966785431,9,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,7.568465338812934e-05,0.00020139747195773653
4992-23283-0018_1188-133604-0013__T2__1188-1188-133604-0013__SIM__2830-2830-3980-0024,1188,2830,0.48153555393218994,5,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.00029751062393188474,0.0026552796363830565
8230-279154-0032_3570-5695-0000__T1__8230-8230-279154-0032__SIM__61-61-70968-0019,8230,61,0.5174779295921326,6,0.8333333333333334,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.00037787357966105145,0.0010751783847808838
8230-279154-0032_3570-5695-0000__T2__3570-3570-5695-0000__SIM__2961-2961-961-0005,3570,2961,0.5091915130615234,6,0.16666666666666666,0.6666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,-0.00031688809394836426,0.000878453254699707
7021-79740-0014_2300-131720-0023__T1__7021-7021-79740-0014__SIM__5105-5105-28233-0003,7021,5105,0.4939168095588684,27,0.1111111111111111,0.9259259259259259,0.48148148148148145,0.1111111111111111,0.037037037037037035,0.0,0.0,0.0,-0.0005890947801095468,1.9225809309217664e-05
7021-79740-0014_2300-131720-0023__T2__2300-2300-131720-0023__SIM__8455-8455-210777-0006,2300,8455,0.32524049282073975,8,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,-0.00023999810218811035,-0.0002735927700996399
1284-1181-0012_3729-6852-0023__T1__1284-1284-1181-0012__SIM__4446-4446-2273-0023,1284,4446,0.4268406331539154,11,0.2727272727272727,0.18181818181818182,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0007115331563082608,0.0013185631145130503
1284-1181-0012_3729-6852-0023__T2__3729-3729-6852-0023__SIM__4507-4507-16021-0030,3729,4507,0.5184850692749023,15,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.000346986452738444,0.0009134014447530111
8463-294825-0019_5639-40744-0038__T1__8463-8463-294825-0019__SIM__4992-4992-41797-0007,8463,4992,0.41076433658599854,5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006963849067687988,0.0019294500350952148
8463-294825-0019_5639-40744-0038__T2__5639-5639-40744-0038__SIM__3570-3570-5694-0000,5639,3570,0.3402653634548187,23,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00237838599992835,0.0031706302062324858
4077-13754-0005_1221-135767-0005__T1__4077-4077-13754-0005__SIM__8455-8455-210777-0069,4077,8455,0.3561401963233948,16,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000658668577671051,0.000988095998764038
4077-13754-0005_1221-135767-0005__T2__1221-1221-135767-0005__SIM__4992-4992-41806-0008,1221,4992,0.4118971824645996,10,0.3,0.8,0.1,0.3,0.1,0.0,0.0,0.0,-0.0003757178783416748,0.000876086950302124
7729-102255-0012_1320-122617-0000__T1__7729-7729-102255-0012__SIM__7176-7176-88083-0020,7729,7176,0.3512346148490906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013815249715532576,0.0023075767925807406
7729-102255-0012_1320-122617-0000__T2__1320-1320-122617-0000__SIM__5105-5105-28240-0006,1320,5105,0.49767372012138367,14,0.14285714285714285,0.7142857142857143,0.42857142857142855,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,-0.0002534304346357073,2.239431653703962e-06
237-134500-0026_260-123286-0016__T1__237-237-134500-0026__SIM__5683-5683-32879-0018,237,5683,0.47831958532333374,5,0.8,0.4,0.2,0.4,0.2,0.4,0.2,0.2,0.00013290643692016603,0.0006347417831420899
237-134500-0026_260-123286-0016__T2__260-260-123286-0016__SIM__672-672-122797-0061,260,672,0.5427588224411011,13,0.6923076923076923,0.0,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.0,0.0007711144594045786,0.00045774074701162486
3575-170457-0044_1089-134686-0017__T1__3575-3575-170457-0044__SIM__5683-5683-32865-0015,3575,5683,0.3456377685070038,6,0.3333333333333333,0.8333333333333334,0.5,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,-0.0007242759068806967,7.497270901997884e-05
3575-170457-0044_1089-134686-0017__T2__1089-1089-134686-0017__SIM__8230-8230-279154-0001,1089,8230,0.4516007602214813,16,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0005656629800796509,0.0010927505791187286
1580-141083-0034_4507-16021-0017__T1__1580-1580-141083-0034__SIM__4446-4446-2271-0016,1580,4446,0.42495131492614746,12,0.4166666666666667,1.0,1.0,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,-0.0017101963361104329,-0.0013922850290934246
1580-141083-0034_4507-16021-0017__T2__4507-4507-16021-0017__SIM__3729-3729-6852-0028,4507,3729,0.5184850692749023,9,0.4444444444444444,0.0,0.3333333333333333,0.0,0.2222222222222222,0.0,0.0,0.0,0.0015058252546522352,0.0005149443944295248
1580-141084-0001_260-123286-0029__T1__1580-1580-141084-0001__SIM__4446-4446-2275-0035,1580,4446,0.42495131492614746,5,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00042318105697631837,0.0013143777847290038
1580-141084-0001_260-123286-0029__T2__260-260-123286-0029__SIM__672-672-122797-0023,260,672,0.5427588224411011,8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015262439846992493,0.000841870903968811
672-122797-0061_260-123286-0018__T1__672-672-122797-0061__SIM__260-260-123286-0013,672,260,0.5427588224411011,8,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020500048995018005,0.0032300427556037903
672-122797-0061_260-123286-0018__T2__260-260-123286-0018__SIM__672-672-122797-0000,260,672,0.5427588224411011,7,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001315798078264509,0.0015840189797537668
3575-170457-0012_2830-3980-0031__T1__3575-3575-170457-0012__SIM__5683-5683-32866-0011,3575,5683,0.3456377685070038,10,0.2,0.3,0.2,0.2,0.1,0.0,0.0,0.0,0.0003860294818878174,0.00040007233619689944
3575-170457-0012_2830-3980-0031__T2__2830-2830-3980-0031__SIM__1188-1188-133604-0000,2830,1188,0.48153555393218994,15,0.13333333333333333,0.8,0.8,0.13333333333333333,0.13333333333333333,0.0,0.0,0.0,-0.00035205682118733726,-0.0004397432009379069
61-70968-0022_1221-135767-0011__T1__61-61-70968-0022__SIM__7176-7176-88083-0005,61,7176,0.5299987196922302,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000851064920425415,0.0009444355964660645
61-70968-0022_1221-135767-0011__T2__1221-1221-135767-0011__SIM__4992-4992-41806-0011,1221,4992,0.4118971824645996,14,0.6428571428571429,0.5,0.42857142857142855,0.35714285714285715,0.35714285714285715,0.0,0.0,0.0,3.018975257873535e-05,9.042024612426758e-05
7176-88083-0005_672-122797-0022__T1__7176-7176-88083-0005__SIM__61-61-70970-0025,7176,61,0.5299987196922302,8,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008473247289657593,0.0014127492904663086
7176-88083-0005_672-122797-0022__T2__672-672-122797-0022__SIM__260-260-123286-0029,672,260,0.5427588224411011,8,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001981176435947418,0.002254486083984375
4446-2271-0019_7176-88083-0010__T1__4446-4446-2271-0019__SIM__4992-4992-41797-0009,4446,4992,0.4965977966785431,6,0.6666666666666666,1.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.6666666666666666,0.6666666666666666,0.16666666666666666,-0.0013828376928965251,0.0010379254817962646
4446-2271-0019_7176-88083-0010__T2__7176-7176-88083-0010__SIM__61-61-70968-0061,7176,61,0.5299987196922302,10,0.5,0.0,0.3,0.0,0.1,0.0,0.0,0.0,0.0006131172180175781,2.1445751190185548e-05
4077-13751-0010_8463-294825-0002__T1__4077-4077-13751-0010__SIM__8455-8455-210777-0051,4077,8455,0.3561401963233948,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001001209020614624,0.001600414514541626
4077-13751-0010_8463-294825-0002__T2__8463-8463-294825-0002__SIM__4992-4992-41806-0003,8463,4992,0.41076433658599854,17,0.11764705882352941,0.23529411764705882,0.058823529411764705,0.11764705882352941,0.058823529411764705,0.0,0.0,0.0,0.0004980879671433393,0.0009138198459849638
2830-3980-0024_1188-133604-0000__T1__2830-2830-3980-0024__SIM__1188-1188-133604-0037,2830,1188,0.48153555393218994,6,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0004571080207824707,0.0005784034729003906
2830-3980-0024_1188-133604-0000__T2__1188-1188-133604-0000__SIM__2830-2830-3979-0003,1188,2830,0.48153555393218994,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009455340249197823,0.0022949022906167166
6930-75918-0004_8224-274384-0006__T1__6930-6930-75918-0004__SIM__260-260-123288-0003,6930,260,0.45737409591674805,16,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013605132699012756,0.0019426457583904266
6930-75918-0004_8224-274384-0006__T2__8224-8224-274384-0006__SIM__672-672-122797-0070,8224,672,0.2869231104850769,11,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009062236005609685,0.00180683894590898
2094-142345-0035_4507-16021-0022__T1__2094-2094-142345-0035__SIM__1995-1995-1826-0024,2094,1995,0.399920254945755,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007365246613820394,0.001920233170191447
2094-142345-0035_4507-16021-0022__T2__4507-4507-16021-0022__SIM__3729-3729-6852-0032,4507,3729,0.5184850692749023,11,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005892840298739346,0.0006257783282886852
1580-141084-0042_2830-3980-0010__T1__1580-1580-141084-0042__SIM__4446-4446-2273-0002,1580,4446,0.42495131492614746,5,0.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.000337374210357666,0.00034407377243041994
1580-141084-0042_2830-3980-0010__T2__2830-2830-3980-0010__SIM__1188-1188-133604-0007,2830,1188,0.48153555393218994,12,0.0,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,-5.127986272176107e-05,-1.7851591110229492e-05
1284-1181-0002_3570-5694-0002__T1__1284-1284-1181-0002__SIM__4446-4446-2275-0002,1284,4446,0.4268406331539154,6,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002048750718434652,0.002492407957712809
1284-1181-0002_3570-5694-0002__T2__3570-3570-5694-0002__SIM__2961-2961-960-0019,3570,2961,0.5091915130615234,20,0.05,0.3,0.1,0.05,0.0,0.0,0.0,0.0,0.0002685368061065674,0.0009460151195526123
8455-210777-0044_4507-16021-0015__T1__8455-8455-210777-0044__SIM__1320-1320-122617-0027,8455,1320,0.4503328502178192,10,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.00029197931289672854,0.0012109160423278808
8455-210777-0044_4507-16021-0015__T2__4507-4507-16021-0015__SIM__3729-3729-6852-0002,4507,3729,0.5184850692749023,6,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012143154939015706,0.0011415382226308186
5639-40744-0013_3570-5695-0014__T1__5639-5639-40744-0013__SIM__3570-3570-5695-0010,5639,3570,0.3402653634548187,8,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018308013677597046,0.002834901213645935
5639-40744-0013_3570-5695-0014__T2__3570-3570-5695-0014__SIM__2961-2961-960-0012,3570,2961,0.5091915130615234,12,0.16666666666666666,0.08333333333333333,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0007815609375635783,0.0014504541953404744
5639-40744-0020_7021-79740-0001__T1__5639-5639-40744-0020__SIM__3570-3570-5696-0001,5639,3570,0.3402653634548187,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020107958051893446,0.0025529927677578395
5639-40744-0020_7021-79740-0001__T2__7021-7021-79740-0001__SIM__5105-5105-28241-0009,7021,5105,0.4939168095588684,10,0.3,1.0,1.0,0.3,0.3,0.0,0.0,0.0,-0.0017090320587158203,-0.0031493961811065673
